Customer ID,Churn Label,Contract,Monthly Charge,Tenure in Months,Payment Method,Total Revenue,Internet Service
1752-OZXFY,No,One Year,59.8,60,Credit Card,4475.55,Yes
9066-QRSDU,No,One Year,26.3,69,Bank Withdrawal,3287.07,No
9867-NNXLC,No,Month-to-Month,20.05,22,Credit Card,1216.44,No
5321-NTRKC,No,Two Year,79.85,66,Bank Withdrawal,7545.61,Yes
3161-GETRM,No,Month-to-Month,90.05,34,Credit Card,3778.7,Yes
0402-OAMEN,No,Two Year,24.45,72,Bank Withdrawal,3189.42,No
6933-VLYFX,No,One Year,59.95,31,Bank Withdrawal,1848.8,Yes
6754-WKSHP,No,One Year,25.35,30,Bank Withdrawal,851.4,No
5055-MGMGF,No,Month-to-Month,105.05,65,Bank Withdrawal,9621.1,Yes
4641-FROLU,No,Two Year,19.3,30,Credit Card,950.9,No
2862-JVEOY,No,One Year,19.15,6,Credit Card,187.64,No
2969-QWUBZ,No,Month-to-Month,51.4,2,Bank Withdrawal,96.8,Yes
9822-BIIGN,No,Month-to-Month,71.85,53,Bank Withdrawal,5288.58,Yes
1534-OULXE,No,One Year,49.7,61,Bank Withdrawal,5575.25,Yes
2971-SGAFL,No,Month-to-Month,78.75,13,Bank Withdrawal,1544.55,Yes
2905-KFQUV,No,Month-to-Month,70.4,2,Credit Card,169.78,Yes
3370-HXOPH,No,Month-to-Month,76.1,3,Bank Withdrawal,300.65000000000003,Yes
9391-YZEJW,No,One Year,94.0,62,Bank Withdrawal,7759.18,Yes
9958-MEKUC,No,Two Year,103.95,72,Credit Card,10824.66,Yes
0281-CNTZX,No,Two Year,19.95,63,Bank Withdrawal,3651.48,No
9114-VEPUF,No,One Year,96.1,62,Bank Withdrawal,7893.07,Yes
7876-BEUTG,No,Month-to-Month,48.8,15,Credit Card,1118.2,Yes
2338-BQEZT,No,Month-to-Month,50.55,55,Credit Card,3031.85,Yes
9873-MNDKV,No,Month-to-Month,44.65,11,Credit Card,793.01,Yes
8241-JUIQO,No,One Year,19.45,61,Bank Withdrawal,2916.86,No
2194-IIQOF,No,Two Year,89.3,71,Credit Card,7801.549999999999,Yes
9631-RXVJM,No,Two Year,19.25,35,Credit Card,826.3,No
9584-EXCDZ,No,Month-to-Month,70.5,17,Bank Withdrawal,1875.86,Yes
5093-FEGLU,No,Two Year,19.65,47,Bank Withdrawal,3078.8499999999995,No
2621-UDNLU,No,Month-to-Month,20.85,3,Credit Card,107.31,No
7526-IVLYU,No,Month-to-Month,19.65,3,Credit Card,175.12,No
9214-EKVXR,No,Month-to-Month,44.0,1,Credit Card,70.15,Yes
3410-MHHUM,No,One Year,94.4,44,Bank Withdrawal,5422.59,Yes
2122-YWVYA,No,Month-to-Month,75.4,18,Bank Withdrawal,1650.5800000000002,Yes
2296-DKZFP,No,Two Year,71.0,65,Bank Withdrawal,4470.05,Yes
8909-BOLNL,No,One Year,21.2,3,Credit Card,88.2,No
6603-YRDCJ,No,Two Year,61.05,33,Credit Card,2542.77,Yes
3229-USWAR,No,One Year,79.95,34,Bank Withdrawal,2908.1800000000003,Yes
2138-VFAPZ,No,Two Year,19.7,14,Credit Card,478.27,No
6131-JLWZM,No,Month-to-Month,20.3,13,Credit Card,561.53,No
0269-XFESX,No,One Year,24.35,23,Credit Card,1642.96,No
1709-EJDOX,No,Two Year,19.75,47,Credit Card,2901.28,No
4316-XCSLJ,No,Month-to-Month,50.3,17,Credit Card,1622.17,Yes
0383-CLDDA,No,Two Year,85.35,69,Credit Card,7171.83,Yes
2709-UQGNP,No,Month-to-Month,51.65,10,Credit Card,1014.9,Yes
3549-ZTMNH,No,Two Year,24.0,12,Bank Withdrawal,583.69,No
8033-ATFAS,No,Month-to-Month,59.85,39,Credit Card,4218.96,Yes
0562-HKHML,No,Two Year,23.9,71,Credit Card,2974.69,No
8277-RVRSV,No,One Year,24.15,33,Credit Card,856.7299999999999,No
7054-ENNGU,No,Month-to-Month,50.85,9,Credit Card,579.9100000000001,Yes
1455-HFBXA,No,Two Year,91.6,52,Credit Card,5624.84,Yes
9402-CXWPL,No,One Year,98.9,70,Bank Withdrawal,7425.900000000001,Yes
1628-BIZYP,No,Month-to-Month,85.0,1,Bank Withdrawal,100.2,Yes
0082-LDZUE,No,Month-to-Month,44.3,1,Credit Card,87.25,Yes
5343-SGUBI,No,One Year,80.2,52,Credit Card,6528.4,Yes
0856-NAOES,No,Month-to-Month,60.9,6,Credit Card,688.12,Yes
1976-AZZPJ,No,Month-to-Month,34.2,7,Credit Card,256.6,Yes
6156-UZDLF,No,One Year,87.15,26,Credit Card,3466.44,Yes
3099-OONVS,No,Month-to-Month,54.3,25,Bank Withdrawal,2246.05,Yes
9500-WBGRP,No,Two Year,19.1,69,Credit Card,4200.66,No
5183-KLYEM,No,Two Year,112.75,72,Credit Card,10729.88,Yes
5144-PQCDZ,No,Month-to-Month,19.95,4,Credit Card,198.69,No
8514-VZHEB,No,Two Year,19.5,59,Credit Card,2254.1,No
6625-IUTTT,No,Two Year,65.55,67,Bank Withdrawal,7734.13,Yes
0068-FIGTF,No,One Year,78.2,27,Credit Card,3399.5199999999995,Yes
5965-GGPRW,No,Two Year,105.25,72,Bank Withdrawal,10205.35,Yes
8035-PWSEV,No,Month-to-Month,89.25,6,Bank Withdrawal,702.33,Yes
2236-HILPA,No,Two Year,20.65,62,Credit Card,1909.75,No
1840-BIUOG,No,One Year,68.7,20,Bank Withdrawal,2066.2,Yes
1356-MKYSK,No,Month-to-Month,78.65,6,Credit Card,772.84,Yes
6080-LNESI,No,Two Year,24.75,51,Credit Card,2156.17,No
1830-IPXVJ,No,Two Year,19.75,61,Credit Card,2861.0,No
8398-TBIYD,No,Two Year,84.7,72,Bank Withdrawal,6795.71,Yes
9418-RUKPH,No,Two Year,19.95,38,Credit Card,2652.6,No
4712-AUQZO,No,Month-to-Month,33.6,18,Credit Card,550.35,Yes
9711-FJTBX,No,One Year,85.85,56,Credit Card,5436.68,Yes
2908-ZTPNF,No,Month-to-Month,34.85,36,Bank Withdrawal,1267.2,Yes
1414-YADCW,No,Two Year,84.6,70,Bank Withdrawal,5781.099999999999,Yes
8756-RDDLT,No,Month-to-Month,44.95,68,Bank Withdrawal,3085.35,Yes
2862-PFNIK,No,Month-to-Month,24.7,1,Bank Withdrawal,24.7,Yes
5816-QVHRX,No,Month-to-Month,100.3,37,Credit Card,5208.62,Yes
4430-YHXGG,No,Month-to-Month,25.45,4,Credit Card,240.08,No
6888-SBYAI,No,Month-to-Month,50.7,1,Credit Card,88.75,Yes
7395-XWZOY,No,Month-to-Month,55.0,20,Credit Card,1165.55,Yes
7169-YWAMK,No,Two Year,68.4,72,Bank Withdrawal,6004.47,Yes
6859-RKMZJ,No,Month-to-Month,55.05,11,Bank Withdrawal,1094.35,Yes
2729-VNVAP,No,Two Year,19.8,33,Credit Card,1054.18,No
2049-BAFNW,No,Month-to-Month,35.9,1,Credit Card,35.9,Yes
3842-QTGDL,No,Month-to-Month,80.75,16,Bank Withdrawal,2057.3,Yes
7163-OCEQI,No,One Year,78.65,22,Credit Card,2459.05,Yes
9782-LGXMC,No,Month-to-Month,61.75,49,Bank Withdrawal,4753.360000000001,Yes
5975-BAICR,No,One Year,63.7,36,Credit Card,3896.7,Yes
4673-KKSLS,No,Month-to-Month,87.6,31,Bank Withdrawal,4062.77,Yes
4853-OITSN,No,Month-to-Month,89.15,5,Bank Withdrawal,491.95,Yes
9800-OUIGR,No,Two Year,20.0,66,Credit Card,1890.98,No
2324-EFHVG,No,Two Year,104.4,64,Bank Withdrawal,9625.13,Yes
7094-MSZAO,No,Month-to-Month,20.05,10,Credit Card,356.8,No
6907-CQGPN,No,Month-to-Month,34.3,29,Bank Withdrawal,1004.75,Yes
0780-XNZFN,No,Two Year,20.65,57,Bank Withdrawal,1221.9299999999998,No
0239-OXEXL,No,Month-to-Month,84.25,46,Credit Card,5938.02,Yes
2675-IJRGJ,No,Two Year,19.65,53,Bank Withdrawal,2206.01,No
7049-GKVZY,No,One Year,79.85,17,Credit Card,1603.08,Yes
8577-QSOCG,No,Two Year,20.2,38,Credit Card,1765.9699999999998,No
3721-CNZHX,No,One Year,19.8,15,Credit Card,387.7000000000001,No
0212-ISBBF,No,Month-to-Month,50.35,22,Bank Withdrawal,1098.85,Yes
3585-YNADK,No,One Year,74.6,57,Bank Withdrawal,4746.86,Yes
1099-GODLO,No,Two Year,20.35,1,Credit Card,50.44,No
6828-HMKWP,No,Two Year,21.05,12,Bank Withdrawal,858.45,No
1472-TNCWL,No,Month-to-Month,94.7,36,Bank Withdrawal,4279.3,Yes
2080-GKCWQ,No,Month-to-Month,74.95,2,Bank Withdrawal,159.27,Yes
2193-SFWQW,No,Two Year,111.95,72,Bank Withdrawal,9766.86,Yes
5656-JAMLX,No,Two Year,19.85,62,Bank Withdrawal,2132.19,No
3462-BJQQA,No,Month-to-Month,89.75,6,Bank Withdrawal,819.17,Yes
0442-TDYUO,No,Two Year,20.05,48,Credit Card,2622.88,No
6733-LRIZX,No,Two Year,108.95,35,Bank Withdrawal,4727.95,Yes
9503-XJUME,No,One Year,19.65,52,Credit Card,2106.2,No
4367-NHWMM,No,Month-to-Month,24.9,1,Credit Card,24.9,Yes
3779-OSWCF,No,Two Year,93.2,71,Credit Card,7366.67,Yes
6736-DHUQI,No,One Year,84.8,67,Bank Withdrawal,5830.79,Yes
1360-RCYRT,No,Month-to-Month,30.35,23,Bank Withdrawal,678.75,Yes
2724-FJDYW,No,One Year,54.85,39,Bank Withdrawal,2191.7,Yes
4451-RWASJ,No,One Year,19.5,15,Credit Card,980.15,No
3460-TJBWI,No,Two Year,24.2,24,Credit Card,785.93,No
5917-HBSDW,No,Month-to-Month,19.35,37,Bank Withdrawal,782.91,No
0956-ACVZC,No,One Year,94.1,54,Credit Card,7845.28,Yes
2325-NBPZG,No,Month-to-Month,74.55,3,Bank Withdrawal,263.95,Yes
4482-FTFFX,No,Month-to-Month,56.15,5,Bank Withdrawal,425.75,Yes
8859-DZTGQ,No,Two Year,20.35,33,Credit Card,1167.59,No
0440-MOGPM,No,One Year,80.55,41,Bank Withdrawal,3516.46,Yes
0020-JDNXP,No,One Year,61.25,34,Credit Card,1993.2,Yes
3752-CQSJI,No,Month-to-Month,20.45,13,Credit Card,467.7,No
5025-GOOKI,No,Month-to-Month,18.9,20,Credit Card,1024.85,No
2887-JPYLU,No,Month-to-Month,45.2,41,Bank Withdrawal,3438.44,Yes
4770-QAZXN,No,Month-to-Month,19.45,13,Credit Card,834.0,No
4896-CPRPF,No,Two Year,25.45,35,Bank Withdrawal,1287.7,No
9714-EDSUC,No,Month-to-Month,94.9,4,Credit Card,406.55,Yes
7353-YOWFP,No,One Year,20.25,7,Credit Card,406.28,No
8008-ESFLK,No,One Year,110.5,53,Bank Withdrawal,6189.54,Yes
3363-EWLGO,No,Month-to-Month,19.95,5,Credit Card,283.6,No
1689-YQBYY,No,Month-to-Month,76.6,12,Bank Withdrawal,1206.56,Yes
4487-ZYJZK,No,One Year,19.6,38,Credit Card,2158.46,No
2959-FENLU,No,Month-to-Month,85.3,9,Credit Card,1226.82,Yes
0708-LGSMF,No,Month-to-Month,65.85,13,Bank Withdrawal,1088.41,Yes
7634-HLQJR,No,Two Year,20.05,47,Credit Card,1084.38,No
0487-RPVUM,No,Month-to-Month,99.4,61,Bank Withdrawal,6867.799999999999,Yes
4079-ULGFR,No,Month-to-Month,20.0,16,Credit Card,341.78,No
2516-XSJKX,No,Two Year,78.45,41,Bank Withdrawal,4450.34,Yes
0057-QBUQH,No,Two Year,25.1,43,Bank Withdrawal,2387.67,No
6599-SFQVE,No,Month-to-Month,55.0,6,Bank Withdrawal,565.8199999999999,Yes
8331-ZXFOE,No,One Year,71.1,58,Credit Card,6754.34,Yes
4003-FUSHP,No,Month-to-Month,61.55,19,Credit Card,1976.51,Yes
0356-ERHVT,No,Month-to-Month,45.9,11,Bank Withdrawal,664.3499999999999,Yes
7325-ENZFI,No,One Year,40.3,39,Bank Withdrawal,1630.4,Yes
3920-HIHMQ,No,Month-to-Month,49.5,26,Credit Card,1840.49,Yes
0613-WUXUM,No,Two Year,19.2,70,Credit Card,4105.5,No
4458-KVRBJ,No,Two Year,25.0,59,Credit Card,3038.01,No
1397-XKKWR,No,One Year,35.3,7,Credit Card,264.8,Yes
8097-OMULG,No,One Year,76.75,59,Credit Card,5482.36,Yes
6013-BHCAW,No,Two Year,81.0,61,Bank Withdrawal,6986.709999999999,Yes
0401-WDBXM,No,Two Year,105.55,72,Bank Withdrawal,8152.01,Yes
3387-PLKUI,No,Month-to-Month,18.8,13,Credit Card,468.87,No
6096-EGVTU,No,One Year,24.9,64,Credit Card,2826.2200000000003,No
5081-NWSUP,No,One Year,64.9,10,Credit Card,1060.05,Yes
2580-ATZSQ,No,One Year,61.35,65,Bank Withdrawal,5125.35,Yes
8085-MSNLK,No,Two Year,113.95,62,Credit Card,9537.56,Yes
9691-HKOVS,No,One Year,90.15,55,Bank Withdrawal,7527.25,Yes
9881-VCZEP,No,Month-to-Month,54.1,25,Bank Withdrawal,1786.0,Yes
8757-TFHHJ,No,Month-to-Month,49.8,1,Credit Card,88.00999999999999,Yes
5119-KEPFY,No,Month-to-Month,95.0,36,Bank Withdrawal,3655.89,Yes
0916-KNFAJ,No,Two Year,69.9,61,Credit Card,4512.79,Yes
8319-QBEHW,No,One Year,39.95,26,Bank Withdrawal,1023.75,Yes
9625-QNLUX,No,Two Year,103.25,68,Credit Card,8560.88,Yes
4024-CSNBY,No,Two Year,94.25,72,Bank Withdrawal,7743.19,Yes
7110-BDTWG,No,Two Year,47.05,71,Bank Withdrawal,3263.6,Yes
7493-GVFIO,No,Two Year,20.55,57,Credit Card,1993.28,No
0690-SRQID,No,Month-to-Month,19.65,4,Credit Card,140.67000000000002,No
9114-DPSIA,No,Two Year,81.0,72,Credit Card,5946.56,Yes
4700-UBQMV,No,One Year,75.9,21,Bank Withdrawal,2212.3,Yes
7711-GQBZC,No,Two Year,24.7,71,Bank Withdrawal,3194.34,No
9795-NREXC,No,Two Year,85.0,64,Credit Card,6242.799999999999,Yes
8573-CGOCC,No,Month-to-Month,19.75,16,Credit Card,691.54,No
7356-AYNJP,No,One Year,23.9,4,Bank Withdrawal,122.94,No
6286-SUUWT,No,Month-to-Month,19.95,1,Credit Card,47.03,No
4819-HJPIW,No,Month-to-Month,25.15,18,Credit Card,476.8,Yes
8654-DHAOW,No,Month-to-Month,54.15,2,Credit Card,154.25,Yes
5438-QMDDL,No,Month-to-Month,59.8,19,Credit Card,1288.55,Yes
9812-GHVRI,No,Month-to-Month,83.85,40,Bank Withdrawal,4878.65,Yes
1228-ZLNBX,No,Month-to-Month,75.3,21,Credit Card,1639.16,Yes
4226-KKDON,No,Month-to-Month,66.65,8,Bank Withdrawal,767.35,Yes
3831-YCPUO,No,Two Year,109.5,72,Credit Card,10175.46,Yes
7445-WMRBW,No,One Year,73.85,48,Bank Withdrawal,4668.12,Yes
3308-DGHKL,No,Two Year,19.3,69,Bank Withdrawal,2671.96,No
9924-JPRMC,No,Two Year,118.2,72,Bank Withdrawal,11174.43,Yes
0080-EMYVY,No,One Year,51.45,14,Credit Card,1064.41,Yes
6218-KNUBD,No,Month-to-Month,59.45,6,Bank Withdrawal,422.88,Yes
7337-CINUD,No,Two Year,19.5,8,Bank Withdrawal,296.95,No
7609-NRNCA,No,One Year,19.55,17,Credit Card,1001.99,No
0623-EJQEG,No,One Year,93.55,65,Bank Withdrawal,6276.05,Yes
7153-CHRBV,No,One Year,59.3,57,Credit Card,4348.8,Yes
6198-PNNSZ,No,One Year,109.8,56,Bank Withdrawal,8224.21,Yes
3317-VLGQT,No,Month-to-Month,78.1,14,Bank Withdrawal,1184.7,Yes
4132-POCZS,No,Month-to-Month,39.9,52,Bank Withdrawal,2020.9,Yes
5614-DNZCE,No,Two Year,64.9,58,Credit Card,5504.71,Yes
3896-RCYYE,No,Month-to-Month,53.4,67,Credit Card,3579.15,Yes
9638-JIQYA,No,Month-to-Month,24.9,2,Credit Card,59.7,Yes
3726-TBHQT,No,Two Year,114.0,71,Bank Withdrawal,9982.85,Yes
3190-ITQXP,No,Two Year,20.25,46,Bank Withdrawal,2162.25,No
3039-MJSLN,No,Month-to-Month,20.2,3,Bank Withdrawal,105.89,No
0178-CIIKR,No,Month-to-Month,19.95,3,Credit Card,66.07,No
5774-QPLTF,No,One Year,20.35,50,Credit Card,2287.95,No
5010-IPEAQ,No,Two Year,54.2,67,Credit Card,3623.95,Yes
8990-YOZLV,No,Two Year,66.9,69,Credit Card,5537.69,Yes
3069-SSVSN,No,One Year,25.85,1,Credit Card,25.85,Yes
5222-IMUKT,No,Month-to-Month,91.05,32,Bank Withdrawal,4385.1,Yes
6685-XSHHU,No,Two Year,20.95,60,Bank Withdrawal,3197.75,No
8901-UPRHR,No,Two Year,109.2,72,Bank Withdrawal,10881.61,Yes
3845-FXCYS,No,Month-to-Month,19.65,2,Bank Withdrawal,46.8,No
5857-XRECV,No,One Year,20.5,2,Bank Withdrawal,100.27,No
0725-CXOTM,No,One Year,89.65,36,Credit Card,4957.3,Yes
4343-EJVQB,No,Month-to-Month,74.35,7,Credit Card,545.2900000000001,Yes
3427-GGZZI,No,Month-to-Month,89.1,19,Bank Withdrawal,2482.83,Yes
3154-CFSZG,No,Month-to-Month,90.05,47,Bank Withdrawal,5934.95,Yes
2220-IAHLS,No,Month-to-Month,19.4,1,Credit Card,22.25,No
4377-VDHYI,No,One Year,90.8,32,Bank Withdrawal,4196.65,Yes
4937-QPZPO,No,One Year,99.9,61,Bank Withdrawal,8348.29,Yes
2925-VDZHY,No,Two Year,88.7,72,Credit Card,8562.710000000001,Yes
6981-TDRFT,No,One Year,54.3,44,Bank Withdrawal,2327.1,Yes
3413-CSSTH,No,Month-to-Month,55.7,41,Bank Withdrawal,2508.15,Yes
8033-VCZGH,No,One Year,103.95,50,Bank Withdrawal,6395.3,Yes
0224-NIJLP,No,Two Year,20.15,8,Credit Card,188.46,No
7542-CYDDM,No,Month-to-Month,20.05,18,Credit Card,771.96,No
4718-WXBGI,No,Two Year,91.95,72,Credit Card,8566.1,Yes
5716-LIBJC,No,One Year,104.15,13,Credit Card,1452.21,Yes
2868-LLSKM,No,One Year,83.65,68,Bank Withdrawal,6770.33,Yes
2988-QRAJY,No,Two Year,110.05,69,Credit Card,7801.58,Yes
0071-NDAFP,No,Two Year,25.5,25,Credit Card,1178.43,No
7328-ZJAJO,No,Two Year,19.5,59,Credit Card,1783.7400000000002,No
1090-PYKCI,No,One Year,105.1,69,Credit Card,8933.18,Yes
3058-WQDRE,No,Month-to-Month,25.15,13,Bank Withdrawal,283.26,Yes
2279-AXJJK,No,Month-to-Month,95.65,52,Credit Card,5541.48,Yes
0909-SELIE,No,Two Year,80.8,61,Bank Withdrawal,7495.96,Yes
3417-TSCIC,No,One Year,24.85,29,Credit Card,788.05,Yes
1042-HFUCW,No,One Year,54.75,25,Credit Card,2248.09,Yes
6537-OTKMY,No,One Year,50.75,15,Bank Withdrawal,655.6500000000001,Yes
8999-EXMNO,No,Two Year,20.15,19,Credit Card,989.88,No
6725-TPKJO,No,Two Year,20.05,44,Credit Card,2921.26,No
7162-WPHPM,No,Two Year,71.6,58,Credit Card,6537.77,Yes
1599-MMYRQ,No,One Year,81.45,62,Credit Card,7428.44,Yes
8821-KVZKQ,No,One Year,58.4,70,Bank Withdrawal,4080.62,Yes
6434-TTGJP,No,Two Year,53.7,10,Credit Card,498.03,Yes
0042-JVWOJ,No,One Year,19.6,26,Bank Withdrawal,1430.8000000000002,No
0130-SXOUN,No,Month-to-Month,89.4,66,Credit Card,9200.36,Yes
2330-PQGDQ,No,One Year,84.2,51,Bank Withdrawal,4744.57,Yes
1452-UZOSF,No,Two Year,106.1,72,Credit Card,8040.73,Yes
2097-YVPKN,No,Two Year,25.75,65,Credit Card,1931.51,No
8597-CTXVJ,No,One Year,64.95,70,Bank Withdrawal,6394.030000000001,Yes
6631-HMANX,No,Two Year,85.45,72,Credit Card,8470.3,Yes
9962-BFPDU,No,Month-to-Month,20.05,1,Credit Card,36.07,No
6394-HHHZM,No,Month-to-Month,20.7,3,Credit Card,172.73,No
5995-LFTLE,No,Two Year,25.3,58,Credit Card,4303.59,No
0665-XHDJU,No,Two Year,99.4,72,Bank Withdrawal,9802.1,Yes
8265-HKSOW,No,Two Year,107.45,72,Credit Card,8946.380000000001,Yes
3544-FBCAS,No,Two Year,83.6,72,Credit Card,6883.780000000001,Yes
4759-PXTAN,No,One Year,80.1,59,Bank Withdrawal,5889.13,Yes
7054-DMVAS,No,Two Year,65.3,54,Bank Withdrawal,4524.86,Yes
3428-MMGUB,No,Two Year,89.55,60,Bank Withdrawal,5657.2,Yes
6549-BTYPG,No,Two Year,60.8,60,Credit Card,3603.45,Yes
7823-JSOAG,No,Month-to-Month,74.5,3,Bank Withdrawal,238.36,Yes
3705-RHRFR,No,Two Year,99.15,69,Bank Withdrawal,10004.5,Yes
9374-YOLBJ,No,Month-to-Month,19.25,1,Bank Withdrawal,44.35,No
9074-KGVOX,No,Month-to-Month,39.45,50,Credit Card,2021.35,Yes
6128-DAFVY,No,Month-to-Month,44.85,56,Credit Card,2564.95,Yes
9933-QRGTX,No,Two Year,97.2,60,Bank Withdrawal,7561.75,Yes
5066-GFJMM,No,Month-to-Month,19.9,3,Credit Card,169.82999999999998,No
2661-GKBTK,No,Two Year,76.95,60,Bank Withdrawal,6175.95,Yes
0458-HEUZG,No,Two Year,35.4,13,Credit Card,550.4,Yes
7268-WNTCP,No,Two Year,20.45,62,Bank Withdrawal,1413.29,No
0824-VWDPO,No,One Year,96.75,45,Bank Withdrawal,4513.4,Yes
8409-WQJUX,No,One Year,54.2,25,Bank Withdrawal,1423.15,Yes
2578-JQPHZ,No,Two Year,100.1,44,Bank Withdrawal,6532.150000000001,Yes
3278-FSIXX,No,Month-to-Month,45.25,2,Credit Card,153.2,Yes
9746-UGFAC,No,One Year,20.85,22,Bank Withdrawal,676.15,No
2946-KIQSP,No,Month-to-Month,33.45,35,Credit Card,1205.85,Yes
0625-AFOHS,No,Two Year,20.2,29,Credit Card,1557.56,No
4636-OLWOE,No,One Year,61.0,54,Bank Withdrawal,3507.69,Yes
4685-ERGHK,No,One Year,86.9,57,Bank Withdrawal,6995.81,Yes
0885-HMGPY,No,Two Year,69.4,62,Bank Withdrawal,6787.56,Yes
5003-OKNNK,No,One Year,20.35,15,Credit Card,1035.55,No
7208-PSIHR,No,Two Year,104.3,70,Bank Withdrawal,7600.7,Yes
4012-ZTHBR,No,Month-to-Month,44.95,21,Bank Withdrawal,1744.2,Yes
0489-WMEMG,No,One Year,49.45,23,Bank Withdrawal,1713.9,Yes
7435-ZNUYY,No,One Year,20.6,6,Credit Card,189.62,No
1354-YZFNB,No,Two Year,19.55,4,Credit Card,185.16,No
2985-FMWYF,No,Month-to-Month,93.5,23,Bank Withdrawal,2758.3100000000004,Yes
2812-ENYMO,No,One Year,54.55,26,Credit Card,1362.85,Yes
2717-HVIZY,No,Month-to-Month,20.05,8,Credit Card,288.88,No
3422-GALYP,No,Month-to-Month,79.45,2,Bank Withdrawal,202.37,Yes
2890-WFBHU,No,One Year,79.85,59,Credit Card,4900.56,Yes
0327-WFZSY,No,One Year,100.0,39,Bank Withdrawal,4509.860000000001,Yes
7977-HXJKU,No,Two Year,19.6,21,Credit Card,976.6,No
7033-CLAMM,No,Two Year,20.2,48,Bank Withdrawal,1921.97,No
0864-FVJNJ,No,One Year,113.35,64,Bank Withdrawal,7679.87,Yes
7356-IWLFW,No,Month-to-Month,80.0,46,Bank Withdrawal,4023.62,Yes
9541-PWTWO,No,Two Year,80.95,52,Bank Withdrawal,6246.87,Yes
3967-VQOGC,No,Two Year,24.9,67,Credit Card,2848.06,No
6308-CQRBU,No,Two Year,109.25,71,Bank Withdrawal,9822.08,Yes
0186-CAERR,No,One Year,116.3,71,Bank Withdrawal,8514.029999999999,Yes
3043-SUDUA,No,Month-to-Month,19.9,32,Bank Withdrawal,1098.51,No
5442-BHQNG,No,Month-to-Month,70.35,2,Bank Withdrawal,228.79,Yes
2169-RRLFW,No,Two Year,25.6,71,Credit Card,2682.03,No
5872-OEQNH,No,One Year,44.45,60,Bank Withdrawal,2773.9,Yes
8873-GLDMH,No,Month-to-Month,73.85,6,Credit Card,567.44,Yes
5696-JVVQY,No,Two Year,70.1,48,Credit Card,3482.0,Yes
8946-BFWSG,No,Two Year,25.25,63,Credit Card,3116.55,No
0547-HURJB,No,Month-to-Month,21.05,12,Credit Card,468.36,No
8845-LWKGE,No,One Year,64.5,30,Bank Withdrawal,3087.3500000000004,Yes
0691-NIKRI,No,One Year,105.95,40,Credit Card,5004.4,Yes
5022-JNQEQ,No,Month-to-Month,75.85,9,Bank Withdrawal,720.4,Yes
3249-VHRIP,No,Two Year,43.6,62,Credit Card,2748.7,Yes
3736-BLEPA,No,One Year,91.25,28,Bank Withdrawal,2866.9700000000003,Yes
4701-LKOZD,No,Two Year,89.75,70,Credit Card,8544.3,Yes
6603-QWSPR,No,Two Year,104.4,46,Bank Withdrawal,5173.76,Yes
9921-QFQUL,No,Month-to-Month,90.15,23,Credit Card,2554.86,Yes
1929-ZCBHE,No,One Year,40.3,47,Bank Withdrawal,1794.8,Yes
4378-MYPGO,No,Two Year,105.25,68,Bank Withdrawal,9308.35,Yes
4129-LYCOI,No,Two Year,104.0,67,Bank Withdrawal,7879.23,Yes
7798-JVXYM,No,Month-to-Month,69.65,14,Bank Withdrawal,1439.54,Yes
8647-SDTWQ,No,Month-to-Month,74.3,57,Bank Withdrawal,6935.5,Yes
2696-ECXKC,No,One Year,100.9,55,Credit Card,7713.5,Yes
2081-KJSQF,No,Month-to-Month,20.25,1,Credit Card,63.21,No
3323-CPBWR,No,Month-to-Month,96.9,23,Credit Card,2280.95,Yes
3384-CTMSF,No,Month-to-Month,104.1,47,Bank Withdrawal,7423.58,Yes
0902-RFHOF,No,One Year,20.1,38,Credit Card,1574.84,No
7718-RXDGG,No,Month-to-Month,68.6,15,Bank Withdrawal,1561.15,Yes
1025-FALIX,No,Month-to-Month,69.05,26,Credit Card,2790.91,Yes
3451-VAWLI,No,Two Year,19.7,35,Credit Card,1269.75,No
3407-QGWLG,No,Month-to-Month,20.05,3,Credit Card,189.0,No
2347-WKKAE,No,Month-to-Month,94.4,42,Bank Withdrawal,5743.32,Yes
8735-DCXNF,No,Month-to-Month,54.95,10,Credit Card,787.35,Yes
3214-IYUUQ,No,One Year,93.7,61,Bank Withdrawal,6483.51,Yes
1936-UAFEH,No,Two Year,110.25,68,Credit Card,10629.11,Yes
3587-PMCOY,No,One Year,98.9,10,Bank Withdrawal,1528.25,Yes
1027-LKKQQ,No,Two Year,80.45,72,Bank Withdrawal,6819.97,Yes
7148-XZPHA,No,Month-to-Month,79.4,55,Bank Withdrawal,4978.2,Yes
5309-TAIKL,No,Month-to-Month,62.8,7,Bank Withdrawal,476.33,Yes
6856-RAURS,No,Month-to-Month,74.9,2,Credit Card,218.21,Yes
8778-LMWTJ,No,Month-to-Month,74.85,9,Bank Withdrawal,825.6500000000001,Yes
9717-IOAAF,No,Two Year,25.85,27,Credit Card,860.0999999999999,No
2845-KDHVX,No,Two Year,68.3,64,Credit Card,5869.360000000001,Yes
0848-SOMKO,No,Two Year,48.4,70,Bank Withdrawal,3442.8,Yes
1535-VTJOQ,No,Two Year,25.15,24,Credit Card,1192.36,No
6368-TZZDT,No,Two Year,19.5,4,Credit Card,111.13,No
0943-ZQPXH,No,Month-to-Month,92.95,44,Bank Withdrawal,5277.9,Yes
1293-BSEUN,No,Two Year,20.7,72,Credit Card,1979.1,No
